# plan_cen (STAGING) — Etap 2, WYLACZNIE PLAN. Klucz: SKU (EAN-13). Kolejnosc: DO_IMPORTU, BLOKADA, BRAK_EAN, WYKLUCZONE, BEZ_ZMIAN
# 2026-07-22: semantyka BEZ_ZMIAN = pozycja wylaczona z importu DECYZJA klienta (nie "delta 0"). Delta 0 pozostaje DO_IMPORTU.
sku;wc_id;wc_nazwa;cennik_lp;cennik_nazwa;cennik_ean;metoda;netto_cennik;vat_cennik;klasa_wc;vat_wc;brutto_docelowy;brutto_obecny;delta_brutto;sale_price;decyzja;powod
5907636994190;2065;Zdrowe Oczy x30 kaps.;108;ZDROWE OCZY OCHRONA I REGENERACJA x30 kaps.;5907636994190;EAN;15.20;8%;reduced-rate;8%;16.42;16.00;+0.42;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994428;85;Zielona Kawa 60 kapsułek;109;ZIELONA KAWA X 60 KAPS.;5907636994428;EAN;28.30;8%;reduced-rate;8%;30.56;31.00;-0.44;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994169;91;Zielony Jęczmień w proszku 100 gram;110;ZIELONY JĘCZMIEŃ W PROSZKU 100 GRAM;5907636994169;EAN;27.40;8%;reduced-rate;8%;29.59;30.00;-0.41;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994176;87;Zielony Jęczmień 120 kapsułek;111;ZIELONY JĘCZMIEŃ X 120 KAPS.;5907636994176;EAN;34.90;8%;reduced-rate;8%;37.69;38.00;-0.31;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994732;89;Zielony Jęczmień 60 kapsułek;112;ZIELONY JĘCZMIEŃ X 60 KAPS.;5907636994732;EAN;22.40;8%;reduced-rate;8%;24.19;24.00;+0.19;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994497;205;Żel Anticelluitis 200 ml;113;ŻEL ANTICELLUITIS 200 ML;5907636994497;EAN;17.40;23%;(standard);23%;21.40;21.00;+0.40;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994619;207;Żel kasztanowy z rutyną 200 ml;114;ŻEL KASZTANOWY Z RUTYNĄ 200ML;5907636994619;EAN;19.00;23%;(standard);23%;23.37;23.00;+0.37;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643227;209;Żel łagodzący po ukąszeniach owadów 20ml;115;ŻEL ŁAGODZĄCY PO UKĄSZENIACH 20 ML;5903317643227;EAN;8.90;23%;(standard);23%;10.95;9.00;+1.95;;DO_IMPORTU;"DECYZJA KLIENTA 22.07.2026 (P. Jurkowski): VAT 23%, nie 8%. Jedyny autoryzowany wyjatek od zasady ""klas podatkowych nie ruszamy"". set_tax_class(standard) + set_regular_price(10.95) w JEDNEJ operacji (prices_include_tax=yes — rozdzielenie przestawiloby netto). netto 8.90 | netto po -18% B2B: 7.30"
5907636994312;189;Pneumovit Żel 100 ml;116;ŻEL PNEUMOVIT 100 ML;5907636994312;EAN;15.80;8%;reduced-rate;8%;17.06;17.00;+0.06;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994213;191;Pneumovit Żel 200 ml;117;ŻEL PNEUMOVIT 200 ML;5907636994213;EAN;20.00;8%;reduced-rate;8%;21.60;22.00;-0.40;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994527;210;Żel z Arniką i Bursztynem 200 ml;118;ŻEL Z ARNIKĄ I BURSZTYNEM 200 ML;5907636994527;EAN;19.00;23%;(standard);23%;23.37;23.00;+0.37;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994480;214;Żel z Kasztanowcem, Miłorzębem i Babką Lancetowatą 200 ml;119;ŻEL Z KASZTAN. MIŁORZĘBEM I BABKĄ LANCET. 200 ML;5907636994480;EAN;19.00;23%;(standard);23%;23.37;23.00;+0.37;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994466;212;Żel z Kasztanowcem 200 ml;120;ŻEL Z KASZTANOWCEM 200 ML;5907636994466;EAN;18.00;23%;(standard);23%;22.14;22.00;+0.14;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994473;220;Żel Żywokostowy z Boswellią 200 ml;121;ŻEL Z ŻYWOK. I BOSWELLIĄ 200 ML;5907636994473;EAN;19.00;23%;(standard);23%;23.37;23.00;+0.37;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994459;216;Żel z Żywkostem 200 ml;122;ŻEL Z ŻYWOKOSTEM 200 ML;5907636994459;EAN;18.50;23%;(standard);23%;22.76;23.00;-0.24;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994640;218;Żel ze świetlikiem i kolagenem 20 ml;123;ŻEL ZE ŚWIETLIKIEM I KOLAGENEM POD OCZY 20ML;5907636994640;EAN;12.60;23%;(standard);23%;15.50;15.00;+0.50;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994435;222;Żel Żywokostowy z Jałowcem i MSM 200 ml;124;ŻEL ŻYWOKOSTOWY Z JAŁOWCEM I MSM 200ML;5907636994435;EAN;19.00;23%;(standard);23%;23.37;23.00;+0.37;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994923;2071;Żyworódka w Płynie 115ml;125;ŻYWORÓDKA W PŁYNIE 115 ML;5907636994923;EAN;15.80;23%;(standard);23%;19.43;19.00;+0.43;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994916;224;Żyworódka w Zasypce 50 ml;126;ŻYWORÓDKA W ZASYPCE 50 ML;5907636994916;EAN;12.70;23%;(standard);23%;15.62;16.00;-0.38;;DO_IMPORTU;import ceny regularnej brutto z cennika
;;;27;CHROM Z ZIELONĄ HERBATĄ X 30 TAB.;5907636994046;;16.90;8%;;;;;;;WYKLUCZONE;WYKLUCZONE: klient nie zaklada produktu w WC dla tego wariantu Chromu (potwierdzone 22.07.2026)
;;;29;CHROM Z ZIELONĄ HERBATĄ X 60 KAPS.;5907636994824;;24.00;8%;;;;;;;WYKLUCZONE;WYKLUCZONE: klient nie zaklada produktu w WC dla tego wariantu Chromu (potwierdzone 22.07.2026)
5903317643012;23;Calcium Natural 70 kapsułek;20;CALCIUM NATURAL 60 KAPS;5903317643012;EAN;15.90;8%;reduced-rate;8%;17.00;17.00;+0.00;;BEZ_ZMIAN;DECYZJA KLIENTA 22.07.2026: zostaje cena obecna 17.00. Swiadome odstepstwo od cennika (17.17 = 15.90 x VAT 8%), pominieta delta +0.17.
5907636994305;195;RABKA SPA MINERALE spray 200 ml;97;RABKA SPA MINERALE SPRAY 215 ML;5907636994305;EAN;15.60;8%;reduced-rate;8%;17.00;17.00;+0.00;;BEZ_ZMIAN;DECYZJA KLIENTA 22.07.2026: zostaje cena obecna 17.00. Swiadome odstepstwo od cennika (16.85 = 15.60 x VAT 8%), pominieta delta -0.15.
